id,date_in,date_out,total_nights,total_price,createdat,updatedat,guestId,roomsId
1351,2019-02-10,2019-02-14,4,1288,2018-06-27,2018-09-20,82,203
1352,2018-07-17,2018-07-30,13,3172,2019-01-27,2018-04-20,366,364
1353,2023-08-15,2023-08-20,5,1405,2018-06-16,2018-09-05,313,219
1354,2019-03-13,2019-03-28,15,4290,2019-02-21,2018-07-11,219,136
1355,2023-07-15,2023-07-17,2,482,2019-01-08,2019-03-07,160,376
1356,2022-02-10,2022-02-21,11,2046,2018-09-24,2018-04-03,154,339
1357,2024-05-27,2024-05-30,3,750,2018-07-03,2018-03-10,1,310
1358,2020-06-21,2020-07-01,10,3480,2019-02-23,2019-01-02,226,232
1359,2019-10-24,2019-10-25,1,314,2018-10-25,2018-07-07,366,235
1360,2018-09-14,2018-09-15,1,427,2018-03-24,2018-08-24,55,399
1361,2020-11-30,2020-12-11,11,4785,2018-05-22,2019-01-19,45,367
1362,2024-09-17,2024-09-28,11,2035,2019-02-25,2019-02-18,399,126
1363,2023-01-01,2023-01-11,10,4810,2019-02-16,2018-10-05,328,298
1364,2018-06-06,2018-06-10,4,1992,2018-11-07,2018-10-12,364,336
1365,2022-09-07,2022-09-21,14,1960,2018-06-28,2019-02-01,72,370
1366,2021-10-06,2021-10-19,13,4836,2019-02-20,2018-07-27,350,229
1367,2024-10-29,2024-11-03,5,2275,2018-09-22,2018-03-24,369,258
1368,2019-08-03,2019-08-05,2,868,2018-05-05,2018-07-17,121,294
1369,2019-10-28,2019-10-29,1,251,2018-08-10,2018-08-14,201,297
1370,2018-03-20,2018-03-30,10,3320,2018-05-31,2019-02-08,229,211
1371,2020-01-28,2020-02-02,5,1810,2018-09-08,2018-03-12,91,386
1372,2024-12-06,2024-12-09,3,732,2018-05-09,2018-06-18,138,377
1373,2020-02-19,2020-03-01,11,4477,2018-11-12,2019-02-05,347,279
1374,2018-05-15,2018-05-29,14,3654,2018-05-20,2018-05-21,270,360
1375,2018-03-13,2018-03-17,4,1944,2018-04-26,2018-06-05,272,356
1376,2022-12-23,2023-01-01,9,1098,2018-03-17,2018-08-12,26,392
1377,2024-09-20,2024-10-01,11,4477,2019-02-20,2019-02-02,286,207
1378,2019-05-28,2019-05-30,2,284,2018-08-21,2018-06-12,185,384
1379,2023-04-07,2023-04-08,1,368,2018-12-07,2018-03-31,174,195
1380,2020-05-15,2020-05-20,5,1755,2018-10-16,2019-03-07,243,271
1381,2021-07-03,2021-07-07,4,1792,2019-02-11,2018-08-02,256,125
1382,2023-11-24,2023-11-29,5,1755,2018-06-06,2018-04-30,347,271
1383,2018-03-15,2018-03-27,12,3456,2018-04-20,2018-06-24,174,375
1384,2020-12-26,2021-01-03,8,1848,2018-12-26,2018-09-16,277,186
1385,2023-10-22,2023-10-26,4,696,2018-05-05,2018-09-06,203,260
1386,2025-02-04,2025-02-17,13,6318,2019-03-04,2019-01-01,178,329
1387,2023-09-22,2023-09-27,5,2170,2019-02-26,2019-02-18,165,198
1388,2023-01-26,2023-02-08,13,4576,2018-06-02,2018-05-01,329,346
1389,2019-02-25,2019-03-01,4,1472,2018-08-07,2018-12-10,96,373
1390,2024-07-04,2024-07-16,12,1464,2018-09-02,2018-03-18,285,392
1391,2018-09-26,2018-10-06,10,4840,2018-08-12,2018-11-24,115,165
1392,2019-07-04,2019-07-13,9,1188,2018-09-04,2019-01-16,153,274
1393,2021-12-23,2021-12-31,8,2176,2018-03-13,2018-05-04,239,223
1394,2024-03-14,2024-03-24,10,1030,2019-03-02,2019-03-03,291,285
1395,2023-04-02,2023-04-17,15,3195,2018-06-01,2018-08-04,166,179
1396,2024-07-13,2024-07-28,15,6810,2018-11-12,2018-10-10,68,355
1397,2019-10-21,2019-11-03,13,3588,2018-11-20,2019-02-06,304,342
1398,2019-02-12,2019-02-24,12,4692,2018-11-15,2018-05-11,103,228
1399,2019-10-23,2019-10-26,3,945,2018-09-15,2018-10-06,321,308
1400,2018-12-13,2018-12-15,2,290,2018-10-08,2018-03-31,118,389
1401,2018-12-29,2018-12-31,2,356,2018-06-17,2018-10-03,287,171
1402,2024-04-25,2024-05-07,12,5208,2018-10-03,2018-07-09,104,198
1403,2020-07-06,2020-07-18,12,5832,2018-05-17,2018-03-19,370,321
1404,2020-08-18,2020-09-01,14,3892,2018-04-21,2018-04-09,116,311
1405,2021-01-26,2021-01-31,5,1205,2018-10-07,2018-06-28,34,190
1406,2021-01-25,2021-02-07,13,2951,2018-07-31,2019-03-07,326,332
1407,2022-01-12,2022-01-17,5,1135,2018-09-09,2018-12-30,278,133
1408,2023-12-14,2023-12-17,3,828,2019-02-10,2018-07-04,287,342
1409,2021-04-26,2021-05-10,14,5950,2019-02-11,2018-05-25,23,312
1410,2023-02-24,2023-02-27,3,810,2018-06-04,2018-06-03,207,352
1411,2025-01-10,2025-01-20,10,1810,2018-03-20,2019-02-22,14,313
1412,2021-05-23,2021-05-25,2,954,2018-10-22,2018-06-12,277,241
1413,2022-12-29,2023-01-11,13,6487,2018-04-06,2018-09-03,191,299
1414,2022-10-26,2022-11-02,7,1274,2018-07-14,2018-12-09,269,226
1415,2019-01-21,2019-02-05,15,6420,2019-03-03,2019-01-09,178,323
1416,2021-12-18,2021-12-27,9,3582,2018-11-29,2018-11-23,184,117
1417,2020-10-16,2020-10-17,1,288,2018-12-07,2019-01-26,209,368
1418,2019-06-16,2019-06-23,7,2688,2018-12-23,2018-06-29,2,331
1419,2020-01-01,2020-01-07,6,1866,2018-07-30,2018-09-28,352,111
1420,2019-12-06,2019-12-07,1,434,2018-05-30,2018-04-11,385,198
1421,2021-01-07,2021-01-20,13,2509,2018-06-20,2018-05-03,227,113
1422,2020-10-26,2020-11-01,6,1734,2019-01-08,2019-01-13,353,199
1423,2018-06-28,2018-07-13,15,2070,2018-12-09,2018-11-26,189,264
1424,2021-11-10,2021-11-11,1,302,2019-03-07,2018-11-04,80,170
1425,2023-12-18,2023-12-31,13,4433,2019-01-15,2018-11-25,67,247
1426,2021-01-17,2021-01-31,14,3738,2018-10-01,2018-05-12,236,293
1427,2019-08-09,2019-08-10,1,372,2018-12-20,2019-01-27,318,245
1428,2025-01-29,2025-02-07,9,1737,2018-05-04,2018-05-15,16,113
1429,2022-08-23,2022-08-28,5,1045,2019-02-12,2019-02-10,95,218
1430,2021-08-05,2021-08-14,9,2097,2018-06-06,2019-01-17,112,296
1431,2020-03-02,2020-03-11,9,2025,2018-11-10,2018-10-07,50,216
1432,2024-06-25,2024-06-28,3,723,2018-08-12,2018-04-12,384,190
1433,2023-10-21,2023-10-25,4,1048,2018-06-14,2018-12-19,238,209
1434,2022-06-05,2022-06-11,6,792,2018-12-05,2018-03-24,203,274
1435,2020-01-24,2020-01-28,4,936,2018-04-23,2019-02-04,46,393
1436,2019-05-27,2019-06-03,7,854,2018-12-17,2018-09-07,240,392
1437,2022-01-10,2022-01-22,12,3732,2019-02-18,2018-10-10,120,353
1438,2022-11-20,2022-11-26,6,2994,2018-08-03,2018-09-28,63,299
1439,2021-01-19,2021-01-26,7,2912,2018-04-04,2018-06-13,220,301
1440,2022-09-18,2022-09-29,11,2684,2018-09-27,2018-06-14,317,364
1441,2021-03-03,2021-03-15,12,2808,2018-05-04,2018-12-24,54,178
1442,2024-05-09,2024-05-15,6,708,2019-01-31,2019-01-13,149,140
1443,2022-07-23,2022-08-06,14,3780,2018-12-05,2018-12-01,202,352
1444,2024-03-20,2024-03-27,7,2597,2018-06-04,2018-11-02,214,109
1445,2022-10-05,2022-10-17,12,4764,2018-10-21,2019-02-05,215,102
1446,2020-12-27,2021-01-05,9,4356,2018-08-30,2018-05-28,187,165
1447,2024-12-18,2024-12-31,13,5083,2018-12-18,2018-10-06,134,228
1448,2021-09-21,2021-09-25,4,1760,2018-05-27,2018-12-30,294,268
1449,2019-06-23,2019-06-27,4,772,2018-12-14,2018-07-20,395,147
1450,2022-09-01,2022-09-15,14,3010,2018-05-14,2019-02-08,306,191
1451,2023-01-15,2023-01-22,7,1757,2018-09-26,2019-01-10,54,297
1452,2022-10-21,2022-11-04,14,6048,2018-03-29,2018-10-28,338,281
1453,2018-08-30,2018-09-01,2,224,2018-04-21,2018-08-08,170,201
1454,2022-02-05,2022-02-10,5,1610,2018-07-19,2018-03-12,286,203
1455,2021-09-10,2021-09-20,10,4100,2018-12-05,2018-12-19,4,204
1456,2020-06-25,2020-07-02,7,1351,2018-05-13,2018-07-25,89,113
1457,2019-07-24,2019-07-26,2,432,2018-09-04,2018-03-11,101,105
1458,2018-03-30,2018-04-05,6,2112,2018-10-26,2018-07-30,167,346
1459,2018-11-12,2018-11-14,2,294,2018-11-16,2018-11-21,323,225
1460,2018-07-30,2018-08-02,3,396,2018-04-12,2019-02-13,101,274
1461,2024-08-23,2024-09-03,11,1804,2018-08-09,2018-03-30,220,385
1462,2024-03-31,2024-04-13,13,1820,2018-09-11,2018-09-20,121,370
1463,2020-03-29,2020-04-13,15,3240,2018-08-24,2018-07-17,146,105
1464,2021-07-07,2021-07-08,1,158,2018-07-04,2018-11-30,189,319
1465,2019-06-21,2019-07-05,14,2590,2018-10-04,2018-06-21,229,374
1466,2020-12-18,2020-12-31,13,4758,2018-08-15,2019-01-17,330,101
1467,2023-07-26,2023-08-04,9,2394,2018-04-30,2019-02-10,153,388
1468,2018-05-22,2018-05-29,7,3192,2018-05-26,2019-03-02,273,189
1469,2023-01-03,2023-01-17,14,4410,2018-03-31,2019-01-05,171,307
1470,2020-06-21,2020-06-26,5,2175,2019-03-04,2018-06-02,193,367
1471,2021-04-02,2021-04-15,13,2080,2019-01-25,2019-02-12,304,244
1472,2019-03-25,2019-04-01,7,2604,2018-12-29,2018-07-19,263,229
1473,2023-10-15,2023-10-27,12,4416,2018-03-14,2018-12-09,350,195
1474,2022-01-02,2022-01-07,5,1380,2018-05-29,2018-08-15,117,342
1475,2022-09-26,2022-10-06,10,1800,2018-07-16,2018-08-14,149,107
1476,2021-07-18,2021-07-22,4,1776,2018-05-01,2018-06-21,203,303
1477,2022-06-07,2022-06-17,10,1420,2019-01-31,2019-01-01,31,284
1478,2021-02-10,2021-02-23,13,2405,2018-11-22,2018-10-25,243,126
1479,2020-02-23,2020-03-02,8,1544,2018-10-21,2018-10-26,145,113
1480,2024-03-10,2024-03-16,6,2688,2018-07-15,2018-09-20,264,125
1481,2022-05-12,2022-05-25,13,4992,2018-06-09,2018-12-21,354,200
1482,2020-06-03,2020-06-15,12,5448,2018-06-02,2018-11-23,23,355
1483,2024-10-30,2024-11-05,6,2604,2018-06-06,2018-03-15,391,380
1484,2021-07-10,2021-07-24,14,5880,2018-11-10,2018-12-16,111,130
1485,2024-04-04,2024-04-09,5,1920,2019-01-08,2018-07-23,141,331
1486,2021-10-29,2021-11-03,5,1990,2018-07-18,2018-07-29,70,117
1487,2023-10-16,2023-10-17,1,478,2018-03-08,2018-10-29,59,254
1488,2020-09-17,2020-10-01,14,6216,2018-06-18,2019-02-24,178,303
1489,2020-08-15,2020-08-26,11,2321,2019-02-19,2018-05-26,139,181
1490,2022-10-30,2022-11-14,15,2400,2019-02-10,2018-07-28,89,244
1491,2024-06-05,2024-06-06,1,225,2019-02-24,2018-11-03,49,216
1492,2023-08-08,2023-08-15,7,2177,2018-10-31,2018-05-09,35,353
1493,2018-04-01,2018-04-07,6,2100,2019-03-05,2018-08-10,10,295
1494,2022-05-30,2022-06-08,9,2448,2018-11-19,2019-02-12,226,223
1495,2018-04-16,2018-04-19,3,972,2018-12-02,2018-08-17,331,275
1496,2019-07-27,2019-08-11,15,6405,2018-03-19,2018-08-13,119,399
1497,2024-12-10,2024-12-14,4,1824,2018-11-15,2018-05-02,341,189
1498,2021-01-17,2021-01-19,2,432,2019-01-20,2018-08-13,324,105
1499,2023-07-24,2023-08-05,12,3912,2018-03-09,2019-02-04,356,243
1500,2021-11-16,2021-11-19,3,732,2018-11-29,2018-12-02,372,377
1501,2025-01-10,2025-01-12,2,648,2019-02-19,2018-08-06,252,275
1502,2019-10-15,2019-10-23,8,1688,2019-02-10,2018-12-03,54,174
1503,2020-02-23,2020-03-09,15,5730,2019-02-11,2019-02-13,86,158
1504,2022-04-15,2022-04-21,6,1890,2018-12-02,2019-02-09,179,365
1505,2018-12-26,2018-12-30,4,1408,2018-11-07,2019-01-30,96,346
1506,2022-06-11,2022-06-26,15,3645,2018-12-21,2018-06-16,56,148
1507,2021-01-09,2021-01-20,11,2123,2018-12-19,2019-01-11,347,390
1508,2019-10-23,2019-10-25,2,768,2019-01-15,2018-04-19,198,331
1509,2024-12-02,2024-12-05,3,639,2018-10-25,2018-12-01,51,328
1510,2022-06-29,2022-07-03,4,1088,2019-02-25,2018-08-18,168,400
1511,2021-08-03,2021-08-09,6,1110,2019-01-28,2018-04-08,307,374
1512,2020-05-13,2020-05-27,14,1638,2019-02-26,2018-12-19,67,185
1513,2020-07-03,2020-07-07,4,1976,2018-07-27,2018-09-03,80,238
1514,2024-05-29,2024-06-01,3,792,2019-01-18,2019-01-27,45,138
1515,2018-04-05,2018-04-20,15,4980,2018-07-14,2019-01-10,158,150
1516,2019-10-23,2019-10-31,8,3880,2018-03-26,2018-03-08,325,205
1517,2024-10-12,2024-10-22,10,3940,2018-08-27,2018-10-29,85,371
1518,2022-09-19,2022-10-02,13,5044,2018-10-14,2018-10-22,274,318
1519,2020-07-18,2020-07-25,7,3395,2018-07-05,2018-07-26,122,205
1520,2020-07-07,2020-07-16,9,2745,2019-01-14,2018-05-29,378,277
1521,2024-06-05,2024-06-06,1,227,2018-06-21,2018-05-19,209,332
1522,2025-02-14,2025-02-23,9,2106,2018-08-10,2018-06-05,263,178
1523,2024-01-03,2024-01-14,11,2497,2018-07-01,2018-06-20,23,133
1524,2023-07-10,2023-07-25,15,3135,2018-12-23,2018-10-09,330,218
1525,2021-08-24,2021-09-01,8,3072,2018-08-21,2018-08-28,254,331
1526,2023-01-26,2023-01-29,3,798,2018-07-27,2018-12-29,105,388
1527,2019-06-10,2019-06-20,10,2620,2019-02-14,2019-01-09,123,108
1528,2024-05-03,2024-05-14,11,1958,2018-03-15,2018-10-23,382,171
1529,2022-07-07,2022-07-08,1,348,2018-10-01,2018-06-14,34,232
1530,2019-03-05,2019-03-14,9,2988,2018-04-14,2018-09-12,132,150
1531,2019-12-04,2019-12-15,11,1529,2019-02-10,2019-01-05,115,289
1532,2023-11-13,2023-11-15,2,372,2018-04-16,2018-08-26,347,339
1533,2021-11-20,2021-12-03,13,6370,2018-09-02,2018-07-17,320,162
1534,2023-01-24,2023-02-08,15,3375,2018-05-23,2018-08-22,236,119
1535,2019-12-12,2019-12-23,11,2101,2018-08-15,2019-02-26,249,246
1536,2024-12-03,2024-12-15,12,2700,2018-06-03,2018-03-26,372,119
1537,2022-11-30,2022-12-01,1,445,2019-01-03,2018-06-09,306,262
1538,2019-03-26,2019-03-30,4,928,2018-05-05,2018-11-16,31,153
1539,2019-10-10,2019-10-20,10,1840,2018-09-01,2018-11-30,74,252
1540,2018-09-10,2018-09-12,2,764,2018-09-02,2018-09-10,169,158
1541,2022-04-10,2022-04-17,7,1974,2018-03-21,2019-03-02,349,372
1542,2020-06-14,2020-06-15,1,435,2018-05-28,2018-10-23,22,337
1543,2023-08-29,2023-09-03,5,2005,2018-05-03,2018-04-14,398,197
1544,2023-02-14,2023-02-16,2,720,2018-12-22,2018-09-23,216,239
1545,2021-03-05,2021-03-08,3,996,2018-10-23,2018-12-14,90,150
1546,2024-09-06,2024-09-17,11,5478,2018-04-22,2018-10-25,169,336
1547,2024-06-11,2024-06-22,11,4697,2018-11-16,2018-08-14,242,176
1548,2019-02-09,2019-02-21,12,1236,2018-04-01,2018-06-20,183,285
1549,2020-02-02,2020-02-17,15,1845,2018-09-12,2018-10-10,388,341
1550,2020-08-30,2020-09-01,2,462,2018-07-10,2018-11-06,120,327
1551,2020-10-29,2020-11-01,3,555,2018-09-06,2018-11-12,354,374
1552,2023-10-17,2023-10-18,1,252,2018-03-28,2018-07-31,352,141
1553,2025-01-24,2025-02-01,8,1168,2019-01-12,2018-08-07,302,345
1554,2021-10-05,2021-10-07,2,386,2018-07-14,2019-01-11,62,147
1555,2021-05-05,2021-05-07,2,768,2018-05-15,2018-10-28,278,200
1556,2023-09-02,2023-09-11,9,1359,2019-01-22,2018-12-19,285,334
1557,2020-11-24,2020-11-29,5,1800,2019-02-13,2018-05-20,120,239
1558,2021-10-21,2021-10-24,3,858,2018-12-30,2018-06-20,12,163
1559,2022-07-24,2022-08-03,10,2500,2018-07-23,2018-04-15,264,310
1560,2024-12-16,2024-12-24,8,1384,2018-08-06,2018-10-17,194,324
1561,2018-06-27,2018-07-10,13,2990,2019-01-22,2018-06-19,272,292
1562,2018-11-14,2018-11-18,4,764,2018-12-13,2018-06-06,230,246
1563,2020-12-12,2020-12-24,12,4692,2019-01-29,2018-11-05,166,228
1564,2019-06-13,2019-06-23,10,2810,2018-11-26,2018-08-28,264,219
1565,2020-12-30,2020-12-31,1,289,2018-05-21,2018-03-22,339,177
1566,2018-04-20,2018-04-26,6,1428,2018-03-24,2018-05-15,300,224
1567,2023-03-01,2023-03-12,11,5005,2018-08-13,2018-10-31,357,248
1568,2022-01-06,2022-01-08,2,524,2019-02-12,2018-11-14,341,155
1569,2023-07-06,2023-07-17,11,3179,2019-01-01,2018-03-28,251,214
1570,2019-05-08,2019-05-11,3,561,2019-02-17,2018-05-05,29,286
1571,2022-03-04,2022-03-10,6,2160,2019-01-10,2018-03-16,261,239
1572,2022-11-21,2022-12-03,12,2172,2018-04-28,2018-04-11,235,313
1573,2020-08-19,2020-09-02,14,4970,2018-06-03,2018-10-16,143,259
1574,2019-03-24,2019-03-28,4,696,2019-03-03,2018-07-09,394,260
1575,2023-10-19,2023-10-25,6,1734,2018-10-01,2018-08-25,68,199
1576,2024-03-13,2024-03-19,6,828,2018-06-14,2019-02-07,282,264
1577,2018-08-08,2018-08-15,7,1491,2018-05-05,2018-10-22,110,179
1578,2020-09-20,2020-09-22,2,650,2018-09-24,2018-05-27,135,160
1579,2022-04-11,2022-04-24,13,5668,2018-12-14,2018-11-15,179,104
1580,2022-08-24,2022-08-26,2,974,2018-08-10,2019-01-15,362,221
1581,2024-01-31,2024-02-03,3,1407,2018-04-24,2018-10-28,193,350
1582,2024-02-29,2024-03-14,14,5726,2019-02-27,2019-01-31,300,173
1583,2023-04-18,2023-04-20,2,386,2019-02-19,2018-12-03,339,113
1584,2022-06-16,2022-06-26,10,1430,2018-07-26,2018-11-16,256,280
1585,2019-06-27,2019-07-05,8,1384,2018-12-28,2018-11-19,43,324
1586,2021-03-20,2021-04-02,13,5889,2018-08-20,2018-08-20,252,302
1587,2020-06-19,2020-07-02,13,6318,2018-04-27,2018-07-29,7,321
1588,2020-10-09,2020-10-12,3,1386,2019-02-10,2018-10-25,309,183
1589,2020-07-22,2020-07-26,4,1816,2019-01-11,2018-12-03,376,355
1590,2018-04-18,2018-04-23,5,2045,2018-12-14,2018-07-07,366,173
1591,2025-02-07,2025-02-14,7,1512,2018-08-26,2019-01-23,293,105
1592,2023-02-05,2023-02-07,2,650,2018-10-26,2019-02-11,385,160
1593,2025-01-07,2025-01-17,10,4860,2018-11-21,2019-01-23,292,137
1594,2024-12-20,2024-12-28,8,1896,2018-07-15,2018-06-17,215,276
1595,2020-12-18,2021-01-01,14,2702,2018-06-14,2019-01-17,46,113
1596,2022-11-13,2022-11-15,2,988,2018-04-08,2018-04-18,297,238
1597,2024-02-18,2024-02-29,11,3487,2018-11-03,2018-09-07,38,397
1598,2019-06-20,2019-07-02,12,4416,2018-12-06,2018-10-15,282,195
1599,2020-11-10,2020-11-18,8,1792,2018-10-06,2018-07-27,333,230
1600,2019-02-10,2019-02-25,15,6645,2018-10-30,2018-05-19,278,309
1601,2021-06-24,2021-07-08,14,6342,2018-04-23,2018-08-03,91,302
1602,2023-06-08,2023-06-11,3,681,2018-11-29,2018-11-17,313,332
1603,2024-07-27,2024-08-11,15,3570,2018-05-22,2018-04-24,222,224
1604,2021-04-04,2021-04-09,5,2035,2018-10-26,2018-11-05,12,279
1605,2023-03-04,2023-03-06,2,532,2018-03-09,2019-03-07,264,388
1606,2020-11-26,2020-12-08,12,4644,2019-01-01,2018-03-31,377,378
1607,2023-07-10,2023-07-15,5,650,2018-10-10,2019-03-01,380,234
1608,2024-03-16,2024-03-21,5,1840,2019-03-07,2019-01-07,321,373
1609,2023-05-05,2023-05-09,4,556,2018-08-03,2018-11-14,180,391
1610,2024-03-16,2024-03-22,6,1890,2019-02-28,2018-08-31,115,307
1611,2024-08-08,2024-08-20,12,2928,2018-06-12,2018-12-03,336,377
1612,2024-05-15,2024-05-30,15,2070,2018-06-23,2018-07-23,56,264
1613,2021-08-31,2021-09-08,8,3984,2018-12-02,2018-12-26,72,257
1614,2025-03-06,2025-03-09,3,912,2018-07-23,2018-10-12,346,306
1615,2020-01-21,2020-02-03,13,5785,2018-12-28,2018-04-03,145,262
1616,2019-10-21,2019-10-26,5,925,2018-07-30,2018-03-19,375,126
1617,2018-09-15,2018-09-18,3,1056,2018-10-12,2018-03-22,260,346
1618,2020-01-10,2020-01-24,14,1750,2018-10-03,2018-12-19,171,222
1619,2023-02-08,2023-02-13,5,1985,2019-01-09,2018-09-13,137,102
1620,2018-07-19,2018-07-20,1,416,2019-02-17,2018-06-17,212,193
1621,2022-01-09,2022-01-14,5,695,2019-02-22,2018-08-22,74,391
1622,2022-05-17,2022-05-20,3,816,2018-09-01,2018-10-14,299,400
1623,2023-11-30,2023-12-03,3,315,2019-03-05,2018-08-01,100,106
1624,2018-10-15,2018-10-23,8,2096,2018-11-16,2018-12-15,271,108
1625,2024-02-06,2024-02-20,14,6370,2018-06-09,2018-09-09,265,248
1626,2019-10-20,2019-11-02,13,3406,2018-08-15,2018-07-19,141,155
1627,2020-08-26,2020-09-09,14,3402,2018-08-15,2018-12-08,301,148
1628,2023-06-14,2023-06-25,11,3718,2018-07-23,2018-12-24,258,347
1629,2024-06-17,2024-06-22,5,2495,2019-01-30,2018-09-12,76,167
1630,2020-08-25,2020-09-03,9,2574,2018-06-15,2018-07-27,177,163
1631,2022-09-05,2022-09-07,2,652,2018-11-06,2018-09-26,26,243
1632,2024-05-18,2024-05-29,11,2123,2019-03-03,2018-10-03,27,113
1633,2020-03-10,2020-03-13,3,1203,2018-11-01,2018-06-23,256,197
1634,2019-03-14,2019-03-19,5,1350,2018-04-21,2018-05-20,110,352
1635,2021-10-09,2021-10-19,10,3970,2019-03-06,2018-10-06,173,102
1636,2022-09-17,2022-09-28,11,4928,2018-08-13,2018-09-09,126,125
1637,2024-01-30,2024-02-01,2,534,2018-09-27,2019-02-02,234,293
1638,2019-10-27,2019-11-05,9,2502,2019-01-14,2018-11-24,323,311
1639,2022-04-10,2022-04-20,10,4940,2018-08-27,2018-09-07,202,238
1640,2022-10-15,2022-10-28,13,3510,2019-02-06,2018-04-25,340,352
1641,2022-08-02,2022-08-07,5,1255,2018-09-07,2018-06-09,208,297
1642,2023-02-07,2023-02-14,7,2366,2018-06-26,2018-03-28,293,347
1643,2021-02-28,2021-03-08,8,1000,2018-11-14,2018-08-08,296,222
1644,2018-10-24,2018-11-05,12,5376,2018-07-20,2018-12-11,108,125
1645,2021-03-27,2021-04-08,12,5100,2018-03-13,2018-12-28,297,312
1646,2023-07-11,2023-07-13,2,262,2018-07-05,2018-10-24,141,236
1647,2018-12-21,2018-12-28,7,1904,2018-11-07,2018-05-31,226,400
1648,2019-01-31,2019-02-01,1,230,2018-08-12,2018-08-31,247,292
1649,2022-06-05,2022-06-07,2,498,2018-12-24,2018-11-16,211,227
1650,2025-03-02,2025-03-04,2,854,2018-07-28,2018-09-13,51,399
1651,2020-08-30,2020-09-11,12,1236,2018-10-24,2018-09-26,397,267
1652,2022-04-01,2022-04-03,2,346,2018-09-12,2018-11-19,371,287
1653,2023-03-24,2023-03-26,2,752,2018-12-29,2019-01-17,17,317
1654,2020-03-14,2020-03-18,4,1664,2018-07-16,2018-10-23,326,301
1655,2022-01-22,2022-01-31,9,2241,2018-03-28,2019-01-06,164,227
1656,2021-06-10,2021-06-18,8,2136,2018-04-04,2018-11-27,1,293
1657,2024-11-27,2024-11-28,1,332,2018-08-12,2018-11-14,161,150
1658,2024-12-04,2024-12-08,4,1548,2018-06-08,2018-07-01,5,378
1659,2023-12-15,2023-12-28,13,2249,2019-02-24,2018-07-23,398,287
1660,2019-11-24,2019-12-01,7,1834,2018-11-08,2018-06-12,283,108
1661,2024-11-24,2024-12-06,12,2592,2018-08-07,2018-10-22,115,105
1662,2023-01-04,2023-01-13,9,945,2018-03-18,2018-10-21,296,106
1663,2020-01-29,2020-02-06,8,2096,2018-07-13,2018-12-12,91,108
1664,2020-06-13,2020-06-25,12,5580,2019-01-19,2019-02-03,16,151
1665,2021-02-08,2021-02-13,5,1235,2018-10-21,2018-10-05,217,144
1666,2020-04-09,2020-04-21,12,5676,2018-04-29,2018-12-22,134,396
1667,2021-04-27,2021-04-30,3,1065,2018-07-04,2018-11-26,240,259
1668,2019-04-04,2019-04-07,3,750,2019-02-19,2018-10-04,170,310
1669,2024-07-28,2024-07-30,2,278,2018-06-01,2018-12-16,203,391
1670,2022-08-11,2022-08-16,5,1755,2018-08-29,2018-11-08,249,271
1671,2023-02-19,2023-02-23,4,1088,2018-06-03,2019-01-12,376,223
1672,2020-01-09,2020-01-17,8,2728,2018-04-06,2018-09-25,11,278
1673,2019-11-13,2019-11-14,1,139,2018-07-06,2018-04-09,152,391
1674,2020-03-21,2020-04-05,15,2760,2018-12-14,2018-10-11,9,252
1675,2018-06-22,2018-06-25,3,546,2018-10-22,2019-01-21,306,226
1676,2020-06-25,2020-06-30,5,2450,2018-07-08,2018-03-21,45,162
1677,2021-06-17,2021-06-26,9,1899,2018-09-26,2018-07-08,327,174
1678,2019-09-27,2019-10-02,5,2495,2018-06-14,2018-05-15,303,299
1679,2024-05-23,2024-05-30,7,1141,2018-05-24,2019-02-06,271,314
1680,2019-05-11,2019-05-20,9,1107,2018-08-17,2018-11-03,48,192
1681,2024-10-27,2024-10-29,2,454,2018-11-05,2018-04-18,247,133
1682,2025-01-10,2025-01-22,12,5664,2018-10-25,2019-01-31,361,166
1683,2019-10-22,2019-11-03,12,5340,2019-01-26,2018-06-03,13,262
1684,2021-02-09,2021-02-23,14,3766,2018-04-30,2018-10-06,272,330
1685,2018-04-10,2018-04-25,15,3990,2018-07-13,2019-02-17,196,250
1686,2024-09-06,2024-09-17,11,4785,2018-11-28,2018-04-01,237,367
1687,2022-04-22,2022-05-05,13,4784,2019-01-02,2018-05-10,306,195
1688,2020-03-26,2020-04-01,6,834,2018-06-18,2018-06-17,162,289
1689,2018-05-31,2018-06-08,8,2504,2018-10-02,2018-03-08,211,340
1690,2018-08-12,2018-08-20,8,3072,2018-05-30,2018-05-27,72,200
1691,2020-01-03,2020-01-11,8,3008,2018-04-08,2018-09-13,377,269
1692,2021-01-23,2021-01-30,7,1568,2018-08-02,2018-08-12,101,230
1693,2024-07-08,2024-07-17,9,2988,2018-12-26,2019-03-05,163,211
1694,2023-11-09,2023-11-22,13,3796,2018-12-17,2018-10-26,231,142
1695,2021-04-15,2021-04-16,1,455,2018-03-31,2018-09-04,85,258
1696,2021-01-13,2021-01-14,1,233,2018-09-27,2018-12-29,100,296
1697,2020-09-05,2020-09-14,9,1539,2018-10-26,2018-08-26,91,128
1698,2018-04-24,2018-05-01,7,1834,2018-09-19,2018-07-16,32,209
1699,2019-06-14,2019-06-20,6,1620,2018-10-17,2018-06-17,36,352
1700,2018-10-22,2018-10-27,5,1055,2019-01-11,2018-05-01,39,174
1701,2021-12-12,2021-12-20,8,2016,2018-12-25,2018-12-12,5,135
